68	69	0	0.037	10000
69	70	0.03	0.127	10000
24	70	0.00221	0.4115	10000
70	71	0.00882	0.0355	10000
24	72	0.0488	0.196	10000
71	72	0.0446	0.18	10000
71	73	0.00866	0.0454	10000
70	74	0.0401	0.1323	10000
70	75	0.0428	0.141	10000
69	75	0.0405	0.122	10000
74	75	0.0123	0.0406	10000
76	77	0.0444	0.148	10000
69	77	0.0309	0.101	10000
75	77	0.0601	0.1999	10000
77	78	0.00376	0.0124	10000
78	79	0.00546	0.0244	10000
77	80	0.017	0.0485	10000
77	80	0.0294	0.105	10000
79	80	0.0156	0.0704	10000
68	81	0.00175	0.0202	10000
81	80	0	0.037	10000
77	82	0.0298	0.0853	10000
82	83	0.0112	0.03665	10000
83	84	0.0625	0.132	10000
83	85	0.043	0.148	10000
84	85	0.0302	0.0641	10000
85	86	0.035	0.123	10000
86	87	0.02828	0.2074	10000
85	88	0.02	0.102	10000
85	89	0.0239	0.173	10000
88	89	0.0139	0.0712	10000
89	90	0.0518	0.188	10000
89	90	0.0238	0.0997	10000
90	91	0.0254	0.0836	10000
89	92	0.0099	0.0505	10000
89	92	0.0393	0.1581	10000
91	92	0.0387	0.1272	10000
92	93	0.0258	0.0848	10000
92	94	0.0481	0.158	10000
93	94	0.0223	0.0732	10000
94	95	0.0132	0.0434	10000
80	96	0.0356	0.182	10000
82	96	0.0162	0.053	10000
94	96	0.0269	0.0869	10000
80	97	0.0183	0.0934	10000
80	98	0.0238	0.108	10000
80	99	0.0454	0.206	10000
92	100	0.0648	0.295	10000
94	100	0.0178	0.058	10000
95	96	0.0171	0.0547	10000
96	97	0.0173	0.0885	10000
98	100	0.0397	0.179	10000
99	100	0.018	0.0813	10000
100	101	0.0277	0.1262	10000
92	102	0.0123	0.0559	10000
101	102	0.0246	0.112	10000
100	103	0.016	0.0525	10000
100	104	0.0451	0.204	10000
103	104	0.0466	0.1584	10000
103	105	0.0535	0.1625	10000
100	106	0.0605	0.229	10000
104	105	0.00994	0.0378	10000
105	106	0.014	0.0547	10000
105	107	0.053	0.183	10000
105	108	0.0261	0.0703	10000
106	107	0.053	0.183	10000
108	109	0.0105	0.0288	10000
103	110	0.03906	0.1813	10000
109	110	0.0278	0.0762	10000
110	111	0.022	0.0755	10000
110	112	0.0247	0.064	10000
17	113	0.00913	0.0301	10000
32	113	0.0615	0.203	10000
32	114	0.0135	0.0612	10000
27	115	0.0164	0.0741	10000
114	115	0.0023	0.0104	10000
68	116	0.00034	0.00405	10000
12	117	0.0329	0.14	10000
75	118	0.0145	0.0481	10000
76	118	0.0164	0.0544	10000
